transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,transaction_dt
345,05/04/2019,14:00:05,3,12,673,N,1,1,35,1,3.1,3.1,N,05/04/2019 14:00
350,05/04/2019,18:40:07,3,17,41,Y,1,1,49,1,3,3,N,05/04/2019 18:40
350,05/04/2019,18:40:07,3,17,41,Y,1,5,72,1,3.25,3.25,N,05/04/2019 18:40
351,05/04/2019,18:33:20,3,12,539,N,1,1,56,1,2.55,2.55,N,05/04/2019 18:33
358,05/04/2019,18:16:44,3,17,269,Y,1,1,42,1,2.5,2.5,N,05/04/2019 18:16
359,05/04/2019,14:11:29,3,17,378,N,1,1,37,1,3,3,N,05/04/2019 14:11
359,05/04/2019,14:11:29,3,17,378,N,1,5,78,1,4.5,4.5,N,05/04/2019 14:11
367,05/04/2019,17:04:06,3,12,26,Y,1,1,22,2,4,2,N,05/04/2019 17:04
371,05/04/2019,11:07:42,3,17,780,N,1,1,36,1,3.75,3.75,N,05/04/2019 11:07
372,05/04/2019,11:24:33,3,17,526,Y,1,1,35,2,6.2,3.1,N,05/04/2019 11:24
382,05/04/2019,14:59:23,3,17,728,N,1,1,42,2,5,2.5,N,05/04/2019 14:59
383,05/04/2019,17:55:57,3,17,352,Y,1,1,41,1,4.25,4.25,N,05/04/2019 17:55
388,05/04/2019,11:06:56,3,17,243,N,1,1,35,1,3.1,3.1,N,05/04/2019 11:06
397,05/04/2019,14:50:51,3,12,350,Y,1,1,27,2,7,3.5,N,05/04/2019 14:50
402,05/04/2019,18:07:24,3,17,156,N,1,1,28,1,2,2,N,05/04/2019 18:07
403,05/04/2019,18:06:26,3,12,710,Y,1,1,39,2,8.5,4.25,N,05/04/2019 18:06
408,05/04/2019,18:33:49,3,17,214,Y,1,1,29,2,5,2.5,N,05/04/2019 18:33
431,05/04/2019,12:25:48,3,17,58,Y,1,1,31,2,4.4,2.2,N,05/04/2019 12:25
437,05/04/2019,11:55:47,3,12,666,N,1,1,58,1,3.5,3.5,N,05/04/2019 11:55
439,05/04/2019,11:43:12,3,12,547,N,1,1,60,1,3.75,3.75,N,05/04/2019 11:43
452,05/04/2019,12:00:19,3,17,486,N,1,1,28,2,4,2,N,05/04/2019 12:00
468,05/04/2019,12:45:13,3,17,352,Y,1,1,35,2,6.2,3.1,N,05/04/2019 12:45
478,05/04/2019,13:13:56,3,17,551,Y,1,1,46,1,2.5,2.5,N,05/04/2019 13:13
479,05/04/2019,16:42:49,3,12,443,N,1,1,35,1,3.1,3.1,N,05/04/2019 16:42
484,05/04/2019,19:27:38,3,12,697,Y,1,1,54,1,2.5,2.5,N,05/04/2019 19:27
484,05/04/2019,19:27:38,3,12,697,Y,1,5,79,1,3.75,3.75,N,05/04/2019 19:27
486,05/04/2019,11:08:42,3,12,753,Y,1,1,29,2,5,2.5,N,05/04/2019 11:08
493,05/04/2019,12:39:09,3,12,217,N,1,1,52,2,5,2.5,N,05/04/2019 12:39
505,05/04/2019,14:09:55,3,12,697,Y,1,1,31,2,4.4,2.2,N,05/04/2019 14:09
512,05/04/2019,19:17:26,3,17,345,N,1,1,34,1,2.45,2.45,N,05/04/2019 19:17
519,05/04/2019,13:14:32,3,17,633,Y,1,1,58,1,3.5,3.5,N,05/04/2019 13:14
521,05/04/2019,18:49:23,3,17,291,N,1,1,35,2,6.2,3.1,N,05/04/2019 18:49
521,05/04/2019,18:49:23,3,17,291,N,1,5,77,1,3,3,N,05/04/2019 18:49
524,05/04/2019,14:59:35,3,12,751,N,1,1,36,1,3.75,3.75,N,05/04/2019 14:59
531,05/04/2019,18:10:53,3,17,775,N,1,1,38,1,3.75,3.75,N,05/04/2019 18:10
535,05/04/2019,15:03:24,3,12,758,Y,1,1,53,1,3,3,N,05/04/2019 15:03
549,05/04/2019,13:26:09,3,17,374,Y,1,1,50,1,2.5,2.5,N,05/04/2019 13:26
556,05/04/2019,19:18:38,3,12,719,Y,1,1,25,1,2.2,2.2,N,05/04/2019 19:18
557,05/04/2019,19:07:21,3,12,252,N,1,1,61,1,4.75,4.75,N,05/04/2019 19:07
559,05/04/2019,12:48:16,3,12,205,Y,1,1,51,2,6,3,N,05/04/2019 12:48
567,05/04/2019,12:57:37,3,17,281,Y,1,1,46,2,5,2.5,N,05/04/2019 12:57
568,05/04/2019,19:18:02,3,17,444,Y,1,1,37,2,6,3,N,05/04/2019 19:18
572,05/04/2019,18:01:38,3,17,778,Y,1,1,41,1,4.25,4.25,N,05/04/2019 18:01
583,05/04/2019,16:52:40,3,17,208,Y,1,1,45,1,3,3,N,05/04/2019 16:52
589,05/04/2019,12:27:33,3,12,430,N,1,1,27,2,7,3.5,N,05/04/2019 12:27
589,05/04/2019,12:27:33,3,12,430,N,1,5,76,1,3.5,3.5,N,05/04/2019 12:27
595,05/04/2019,13:50:13,3,17,739,Y,1,1,44,2,5,2.5,N,05/04/2019 13:50
596,05/04/2019,13:24:09,3,12,202,Y,1,1,56,1,2.55,2.55,N,05/04/2019 13:24
597,05/04/2019,16:41:26,3,12,234,Y,1,1,30,1,3,3,N,05/04/2019 16:41
597,05/04/2019,16:41:26,3,12,234,Y,1,5,76,1,3.5,3.5,N,05/04/2019 16:41
603,05/04/2019,16:31:30,3,17,20,Y,1,1,59,1,4.5,4.5,N,05/04/2019 16:31
604,05/04/2019,15:33:18,3,12,428,Y,1,1,58,1,3.5,3.5,N,05/04/2019 15:33
605,05/04/2019,13:23:19,3,12,158,Y,1,1,53,1,3,3,N,05/04/2019 13:23
605,05/04/2019,13:23:19,3,12,158,Y,1,5,79,1,3.75,3.75,N,05/04/2019 13:23
609,05/04/2019,16:52:54,3,12,763,N,1,1,25,2,4.4,2.2,N,05/04/2019 16:52
612,05/04/2019,14:38:01,3,17,536,Y,1,1,29,1,2.5,2.5,N,05/04/2019 14:38
614,05/04/2019,19:31:06,3,17,206,Y,1,1,32,1,3,3,N,05/04/2019 19:31
614,05/04/2019,19:31:06,3,17,206,Y,1,5,71,1,3.75,3.75,N,05/04/2019 19:31
622,05/04/2019,12:13:35,3,17,764,N,1,1,26,1,3,3,N,05/04/2019 12:13
624,05/04/2019,18:18:43,3,17,563,N,1,1,40,2,7.5,3.75,N,05/04/2019 18:18
624,05/04/2019,18:18:43,3,17,563,N,1,5,77,1,3,3,N,05/04/2019 18:18
627,05/04/2019,15:52:28,3,12,66,N,1,1,49,1,3,3,N,05/04/2019 15:52
631,05/04/2019,14:44:10,3,17,628,Y,1,1,39,2,8.5,4.25,N,05/04/2019 14:44
637,05/04/2019,18:40:36,3,17,518,N,1,1,25,1,2.2,2.2,N,05/04/2019 18:40
638,05/04/2019,17:58:06,3,12,413,N,1,1,26,2,6,3,N,05/04/2019 17:58
639,05/04/2019,16:02:25,3,12,293,Y,1,1,49,1,3,3,N,05/04/2019 16:02
639,05/04/2019,16:02:25,3,12,293,Y,1,5,79,1,3.75,3.75,N,05/04/2019 16:02
642,05/04/2019,12:46:54,3,12,214,Y,1,1,60,2,7.5,3.75,N,05/04/2019 12:46
644,05/04/2019,13:34:57,3,12,371,Y,1,1,51,1,3,3,N,05/04/2019 13:34
649,05/04/2019,15:28:54,3,12,129,N,1,1,60,2,7.5,3.75,N,05/04/2019 15:28
657,05/04/2019,18:06:48,3,17,352,Y,1,1,24,1,3,3,N,05/04/2019 18:06
664,05/04/2019,14:25:11,3,12,230,N,1,1,36,1,3.75,3.75,N,05/04/2019 14:25
664,05/04/2019,14:25:11,3,12,230,N,1,5,72,1,3.25,3.25,N,05/04/2019 14:25
666,05/04/2019,18:27:38,3,12,84,N,1,1,41,1,4.25,4.25,N,05/04/2019 18:27
674,05/04/2019,14:45:04,3,12,584,Y,1,1,26,2,6,3,N,05/04/2019 14:45
681,05/04/2019,11:01:36,3,17,429,Y,1,1,58,1,3.5,3.5,N,05/04/2019 11:01
683,05/04/2019,12:01:03,3,12,515,N,1,1,45,1,3,3,N,05/04/2019 12:01
687,05/04/2019,11:15:59,3,17,658,N,1,1,51,1,3,3,N,05/04/2019 11:15
688,05/04/2019,16:38:13,3,17,100,N,1,1,44,1,2.5,2.5,N,05/04/2019 16:38
695,05/04/2019,15:48:33,3,17,36,N,1,1,39,1,4.25,4.25,N,05/04/2019 15:48
697,05/04/2019,16:12:51,3,12,748,Y,1,1,37,2,6,3,N,05/04/2019 16:12
698,05/04/2019,12:45:56,3,17,703,N,1,1,52,1,2.5,2.5,N,05/04/2019 12:45
702,05/04/2019,17:53:30,3,12,737,N,1,1,51,1,3,3,N,05/04/2019 17:53
705,05/04/2019,14:26:50,3,12,459,Y,1,1,60,2,7.5,3.75,N,05/04/2019 14:26
708,05/04/2019,14:33:59,3,17,69,Y,1,1,50,1,2.5,2.5,N,05/04/2019 14:33
708,05/04/2019,14:33:59,3,17,69,Y,1,5,71,1,3.75,3.75,N,05/04/2019 14:33
710,05/04/2019,11:24:08,3,12,696,Y,1,1,29,1,2.5,2.5,N,05/04/2019 11:24
710,05/04/2019,11:24:08,3,12,696,Y,1,5,72,1,3.25,3.25,N,05/04/2019 11:24
712,05/04/2019,19:32:32,3,17,773,N,1,1,59,1,4.5,4.5,N,05/04/2019 19:32
714,05/04/2019,19:20:29,3,17,91,N,1,1,59,2,9,4.5,N,05/04/2019 19:20
714,05/04/2019,19:20:29,3,17,91,N,1,5,69,1,3.25,3.25,N,05/04/2019 19:20
715,05/04/2019,17:05:27,3,12,718,Y,1,1,47,1,3,3,N,05/04/2019 17:05
720,05/04/2019,16:37:38,3,12,234,Y,1,1,50,2,5,2.5,N,05/04/2019 16:37
721,05/04/2019,14:29:23,3,17,452,N,1,1,28,1,2,2,N,05/04/2019 14:29
734,05/04/2019,19:59:54,3,12,66,N,1,1,52,1,2.5,2.5,N,05/04/2019 19:59
734,05/04/2019,19:59:54,3,12,66,N,1,5,76,1,3.5,3.5,N,05/04/2019 19:59
736,05/04/2019,12:56:57,3,12,151,Y,1,1,60,1,3.75,3.75,N,05/04/2019 12:56
738,05/04/2019,16:00:28,3,17,129,Y,1,1,43,2,6,3,N,05/04/2019 16:00
744,05/04/2019,13:22:07,3,17,574,Y,1,1,43,1,3,3,N,05/04/2019 13:22
744,05/04/2019,13:22:07,3,17,574,Y,1,5,70,1,3.25,3.25,N,05/04/2019 13:22
752,05/04/2019,11:10:55,3,12,285,N,1,1,31,1,2.2,2.2,N,05/04/2019 11:10
760,05/04/2019,16:36:18,3,17,194,Y,1,1,32,2,6,3,N,05/04/2019 16:36
760,05/04/2019,16:36:18,3,17,194,Y,1,5,75,1,3.5,3.5,N,05/04/2019 16:36
772,05/04/2019,14:48:51,3,12,351,Y,1,1,46,2,5,2.5,N,05/04/2019 14:48
775,05/04/2019,16:28:23,3,12,576,Y,1,1,41,2,8.5,4.25,N,05/04/2019 16:28
805,05/04/2019,18:27:34,3,12,713,N,1,1,52,1,2.5,2.5,N,05/04/2019 18:27
816,05/04/2019,17:14:48,3,17,456,N,1,1,37,1,3,3,N,05/04/2019 17:14
829,05/04/2019,14:35:45,3,17,697,N,1,1,33,1,3.5,3.5,N,05/04/2019 14:35
832,05/04/2019,18:00:24,3,12,667,N,1,1,46,2,5,2.5,N,05/04/2019 18:00
841,05/04/2019,13:34:37,3,17,754,N,1,1,51,2,6,3,N,05/04/2019 13:34
843,05/04/2019,15:36:14,3,17,716,Y,1,1,51,1,3,3,N,05/04/2019 15:36
843,05/04/2019,15:36:14,3,17,716,Y,1,5,74,1,3.5,3.5,N,05/04/2019 15:36
846,05/04/2019,18:51:46,3,17,612,N,1,1,31,1,2.2,2.2,N,05/04/2019 18:51
850,05/04/2019,13:05:27,3,12,799,Y,1,1,49,2,6,3,N,05/04/2019 13:05
853,05/04/2019,14:10:07,3,12,693,N,1,1,28,2,4,2,N,05/04/2019 14:10
853,05/04/2019,14:10:07,3,12,693,N,1,5,77,1,3,3,N,05/04/2019 14:10
857,05/04/2019,14:42:24,3,17,709,Y,1,1,29,2,5,2.5,N,05/04/2019 14:42
866,05/04/2019,13:07:59,3,12,656,N,1,1,31,1,2.2,2.2,N,05/04/2019 13:07
874,05/04/2019,19:57:49,3,17,216,Y,1,1,54,2,5,2.5,N,05/04/2019 19:57
874,05/04/2019,19:57:49,3,17,216,Y,1,5,70,1,3.25,3.25,N,05/04/2019 19:57
877,05/04/2019,19:40:55,3,17,498,Y,1,1,43,2,6,3,N,05/04/2019 19:40
878,05/04/2019,16:32:17,3,17,46,Y,1,1,57,1,3.1,3.1,N,05/04/2019 16:32
885,05/04/2019,13:31:28,3,12,587,N,1,1,49,2,6,3,N,05/04/2019 13:31
890,05/04/2019,18:59:51,3,17,24,N,1,1,42,1,2.5,2.5,N,05/04/2019 18:59
903,05/04/2019,11:56:55,3,17,607,N,1,1,34,1,2.45,2.45,N,05/04/2019 11:56
905,05/04/2019,13:34:33,3,17,693,N,1,1,31,2,4.4,2.2,N,05/04/2019 13:34
908,05/04/2019,16:58:27,3,17,621,N,1,1,60,2,7.5,3.75,N,05/04/2019 16:58
911,05/04/2019,12:14:28,3,17,109,N,1,1,57,1,3.1,3.1,N,05/04/2019 12:14
912,05/04/2019,12:29:54,3,17,120,Y,1,1,54,1,2.5,2.5,N,05/04/2019 12:29
920,05/04/2019,12:15:42,3,12,59,Y,1,1,55,2,8,4,N,05/04/2019 12:15
920,05/04/2019,12:15:42,3,12,59,Y,1,5,77,1,3,3,N,05/04/2019 12:15
922,05/04/2019,12:55:54,3,12,740,N,1,1,59,2,9,4.5,N,05/04/2019 12:55
931,05/04/2019,12:35:02,3,17,91,N,1,1,38,1,3.75,3.75,N,05/04/2019 12:35
947,05/04/2019,12:27:48,3,17,2,Y,1,1,27,1,3.5,3.5,N,05/04/2019 12:27
950,05/04/2019,19:10:34,3,17,52,Y,1,1,41,2,8.5,4.25,N,05/04/2019 19:10
952,05/04/2019,13:51:49,3,12,381,Y,1,1,46,2,5,2.5,N,05/04/2019 13:51
959,05/04/2019,18:22:56,3,17,426,Y,1,1,26,1,3,3,N,05/04/2019 18:22
963,05/04/2019,17:43:13,3,17,758,Y,1,1,34,2,4.9,2.45,N,05/04/2019 17:43
971,05/04/2019,16:08:47,3,12,63,Y,1,1,46,1,2.5,2.5,N,05/04/2019 16:08
979,05/04/2019,13:41:46,3,17,497,Y,1,1,61,2,9.5,4.75,N,05/04/2019 13:41
986,05/04/2019,14:45:40,3,17,765,Y,1,1,59,2,9,4.5,N,05/04/2019 14:45
987,05/04/2019,12:11:32,3,17,107,Y,1,1,34,1,2.45,2.45,N,05/04/2019 12:11
990,05/04/2019,18:22:09,3,17,701,N,1,1,50,1,2.5,2.5,N,05/04/2019 18:22
990,05/04/2019,18:22:09,3,17,701,N,1,5,74,1,3.5,3.5,N,05/04/2019 18:22
998,05/04/2019,19:07:12,3,17,216,Y,1,1,53,2,6,3,N,05/04/2019 19:07
998,05/04/2019,19:07:12,3,17,216,Y,1,5,79,1,3.75,3.75,N,05/04/2019 19:07
1006,05/04/2019,15:46:04,3,17,554,N,1,1,53,2,6,3,N,05/04/2019 15:46
1007,05/04/2019,17:54:09,3,17,314,Y,1,1,60,2,7.5,3.75,N,05/04/2019 17:54
1009,05/04/2019,11:02:54,3,12,42,N,1,1,56,1,2.55,2.55,N,05/04/2019 11:02
1019,05/04/2019,16:11:46,3,17,173,N,1,1,60,2,7.5,3.75,N,05/04/2019 16:11
1019,05/04/2019,16:11:46,3,17,173,N,1,5,71,1,3.75,3.75,N,05/04/2019 16:11
1027,05/04/2019,17:09:34,3,12,163,N,1,1,44,1,2.5,2.5,N,05/04/2019 17:09
1027,05/04/2019,17:09:34,3,12,163,N,1,5,75,1,3.5,3.5,N,05/04/2019 17:09
1028,05/04/2019,19:26:52,3,12,11,Y,1,1,52,2,5,2.5,N,05/04/2019 19:26
1028,05/04/2019,19:26:52,3,12,11,Y,1,5,71,1,3.75,3.75,N,05/04/2019 19:26
1030,05/04/2019,13:20:11,3,12,311,N,1,1,33,1,3.5,3.5,N,05/04/2019 13:20
1034,05/04/2019,15:24:03,3,12,149,Y,1,1,49,1,3,3,N,05/04/2019 15:24
1034,05/04/2019,15:24:03,3,12,149,Y,1,5,74,1,3.5,3.5,N,05/04/2019 15:24
1037,05/04/2019,13:42:51,3,17,20,Y,1,1,29,2,5,2.5,N,05/04/2019 13:42
1043,05/04/2019,18:25:24,3,12,175,N,1,1,60,1,3.75,3.75,N,05/04/2019 18:25
1048,05/04/2019,16:24:36,3,12,637,Y,1,1,35,1,3.1,3.1,N,05/04/2019 16:24
1059,05/04/2019,13:36:14,3,12,425,N,1,1,48,2,5,2.5,N,05/04/2019 13:36
1060,05/04/2019,17:18:46,3,12,683,N,1,1,61,2,9.5,4.75,N,05/04/2019 17:18
1061,05/04/2019,16:27:24,3,12,798,Y,1,1,43,1,3,3,N,05/04/2019 16:27
1073,05/04/2019,15:19:12,3,12,68,N,1,1,41,2,8.5,4.25,N,05/04/2019 15:19
1077,05/04/2019,11:25:35,3,17,381,Y,1,1,22,1,2,2,N,05/04/2019 11:25
1079,05/04/2019,12:06:06,3,12,52,Y,1,1,55,2,8,4,N,05/04/2019 12:06
1084,05/04/2019,19:26:26,3,17,241,Y,1,1,32,1,3,3,N,05/04/2019 19:26
1085,05/04/2019,14:42:50,3,12,657,N,1,1,51,2,6,3,N,05/04/2019 14:42
1090,05/04/2019,12:04:18,3,17,70,N,1,1,37,2,6,3,N,05/04/2019 12:04
1104,05/04/2019,18:00:18,3,17,92,N,1,1,48,2,5,2.5,N,05/04/2019 18:00
1107,05/04/2019,12:28:14,3,12,65,N,1,1,49,1,3,3,N,05/04/2019 12:28
1121,05/04/2019,13:10:39,3,12,570,N,1,1,32,2,6,3,N,05/04/2019 13:10
1124,05/04/2019,18:13:38,3,12,307,N,1,1,32,1,3,3,N,05/04/2019 18:13
1124,05/04/2019,18:13:38,3,12,307,N,1,5,77,1,3,3,N,05/04/2019 18:13
1126,05/04/2019,17:14:20,3,12,666,Y,1,1,52,2,5,2.5,N,05/04/2019 17:14
1135,05/04/2019,18:28:18,3,12,563,N,1,1,60,1,3.75,3.75,N,05/04/2019 18:28
1144,05/04/2019,18:19:11,3,12,117,N,1,1,57,2,6.2,3.1,N,05/04/2019 18:19
1144,05/04/2019,18:19:11,3,12,117,N,1,5,72,1,3.25,3.25,N,05/04/2019 18:19
1148,05/04/2019,19:57:47,3,12,597,N,1,1,29,2,5,2.5,N,05/04/2019 19:57
1152,05/04/2019,16:52:15,3,17,117,N,1,1,33,1,3.5,3.5,N,05/04/2019 16:52
1153,05/04/2019,14:37:41,3,12,648,Y,1,1,52,1,2.5,2.5,N,05/04/2019 14:37
1154,05/04/2019,14:35:07,3,12,767,N,1,1,61,2,9.5,4.75,N,05/04/2019 14:35
1158,05/04/2019,18:19:35,3,12,762,Y,1,1,55,2,8,4,N,05/04/2019 18:19
1161,05/04/2019,17:31:28,3,17,192,N,1,1,54,2,5,2.5,N,05/04/2019 17:31
1166,05/04/2019,18:29:43,3,12,721,N,1,1,58,2,7,3.5,N,05/04/2019 18:29
1188,05/04/2019,15:50:37,3,12,70,Y,1,1,23,2,5,2.5,N,05/04/2019 15:50
1203,05/04/2019,11:41:10,3,12,323,N,1,1,31,1,2.2,2.2,N,05/04/2019 11:41
1211,05/04/2019,18:19:20,3,17,525,Y,1,1,39,1,4.25,4.25,N,05/04/2019 18:19
1217,05/04/2019,13:17:45,3,17,408,N,1,1,53,1,3,3,N,05/04/2019 13:17
1217,05/04/2019,13:17:45,3,17,408,N,1,5,75,1,3.5,3.5,N,05/04/2019 13:17
1220,05/04/2019,12:11:45,3,17,460,N,1,1,46,2,5,2.5,N,05/04/2019 12:11
1223,05/04/2019,12:55:11,3,17,555,Y,1,1,45,2,6,3,N,05/04/2019 12:55
1223,05/04/2019,12:55:11,3,17,555,Y,1,5,76,1,3.5,3.5,N,05/04/2019 12:55
1228,05/04/2019,13:00:19,3,12,135,Y,1,1,57,1,3.1,3.1,N,05/04/2019 13:00
1242,05/04/2019,16:00:54,3,17,361,N,1,1,55,2,8,4,N,05/04/2019 16:00
1244,05/04/2019,12:08:26,3,12,681,N,1,1,52,1,2.5,2.5,N,05/04/2019 12:08
1245,05/04/2019,12:15:07,3,17,738,Y,1,1,33,1,3.5,3.5,N,05/04/2019 12:15
1246,05/04/2019,12:30:12,3,12,560,Y,1,1,44,2,5,2.5,N,05/04/2019 12:30
1246,05/04/2019,12:30:12,3,12,560,Y,1,5,69,1,3.25,3.25,N,05/04/2019 12:30
1249,05/04/2019,11:56:51,3,17,319,Y,1,1,23,1,2.5,2.5,N,05/04/2019 11:56
1252,05/04/2019,14:11:31,3,17,299,Y,1,1,53,1,3,3,N,05/04/2019 14:11
1255,05/04/2019,12:52:56,3,17,591,Y,1,1,36,1,3.75,3.75,N,05/04/2019 12:52
1255,05/04/2019,12:52:56,3,17,591,Y,1,5,70,1,3.25,3.25,N,05/04/2019 12:52
1274,05/04/2019,13:12:45,3,12,403,Y,1,1,46,1,2.5,2.5,N,05/04/2019 13:12
1274,05/04/2019,13:12:45,3,12,403,Y,1,5,79,1,3.75,3.75,N,05/04/2019 13:12
1276,05/04/2019,17:00:51,3,17,187,Y,1,1,37,2,6,3,N,05/04/2019 17:00
1277,05/04/2019,16:28:47,3,17,544,Y,1,1,50,1,2.5,2.5,N,05/04/2019 16:28
1281,05/04/2019,15:54:55,3,17,765,N,1,1,51,2,6,3,N,05/04/2019 15:54
1282,05/04/2019,14:49:53,3,12,238,N,1,1,34,1,2.45,2.45,N,05/04/2019 14:49
1282,05/04/2019,14:49:53,3,12,238,N,1,5,75,1,3.5,3.5,N,05/04/2019 14:49
1283,05/04/2019,16:10:06,3,12,506,N,1,1,33,2,7,3.5,N,05/04/2019 16:10
1292,05/04/2019,14:16:38,3,12,145,Y,1,1,51,2,6,3,N,05/04/2019 14:16
1294,05/04/2019,17:29:12,3,12,517,N,1,1,58,2,7,3.5,N,05/04/2019 17:29
1299,05/04/2019,19:31:18,3,17,62,N,1,1,23,1,2.5,2.5,N,05/04/2019 19:31
1305,05/04/2019,15:01:59,3,17,612,Y,1,1,39,1,4.25,4.25,N,05/04/2019 15:01
1305,05/04/2019,15:01:59,3,17,612,Y,1,5,76,1,3.5,3.5,N,05/04/2019 15:01
1307,05/04/2019,12:34:44,3,17,239,Y,1,1,43,2,6,3,N,05/04/2019 12:34
1309,05/04/2019,12:42:44,3,12,139,N,1,1,36,2,7.5,3.75,N,05/04/2019 12:42
1313,05/04/2019,13:54:41,3,17,28,N,1,1,49,2,6,3,N,05/04/2019 13:54
1313,05/04/2019,13:54:41,3,17,28,N,1,5,77,1,3,3,N,05/04/2019 13:54
1316,05/04/2019,15:45:58,3,12,710,Y,1,1,60,1,3.75,3.75,N,05/04/2019 15:45
1321,05/04/2019,16:37:57,3,17,19,N,1,1,24,2,6,3,N,05/04/2019 16:37
1326,05/04/2019,16:52:30,3,12,135,N,1,1,61,2,9.5,4.75,N,05/04/2019 16:52
1329,05/04/2019,19:23:50,3,12,288,N,1,1,24,2,6,3,N,05/04/2019 19:23
1336,05/04/2019,11:40:02,3,17,422,N,1,1,32,1,3,3,N,05/04/2019 11:40
1356,05/04/2019,19:48:28,3,17,330,N,1,1,51,2,6,3,N,05/04/2019 19:48
1360,05/04/2019,17:11:59,3,17,769,N,1,1,37,2,6,3,N,05/04/2019 17:11
1363,05/04/2019,12:42:34,3,17,770,N,1,1,23,2,5,2.5,N,05/04/2019 12:42
1370,05/04/2019,18:50:59,3,12,777,N,1,1,30,2,6,3,N,05/04/2019 18:50
1370,05/04/2019,18:50:59,3,12,777,N,1,5,74,1,3.5,3.5,N,05/04/2019 18:50
1374,05/04/2019,11:12:16,3,17,351,N,1,1,40,2,7.5,3.75,N,05/04/2019 11:12
1377,05/04/2019,15:42:26,3,12,779,Y,1,1,47,1,3,3,N,05/04/2019 15:42
1378,05/04/2019,16:01:27,3,12,663,N,1,1,42,1,2.5,2.5,N,05/04/2019 16:01
1382,05/04/2019,16:02:07,3,12,102,Y,1,1,49,1,3,3,N,05/04/2019 16:02
1394,05/04/2019,13:23:24,3,17,523,Y,1,1,32,1,3,3,N,05/04/2019 13:23
1398,05/04/2019,17:45:26,3,12,545,N,1,1,47,1,3,3,N,05/04/2019 17:45
1398,05/04/2019,17:45:26,3,12,545,N,1,5,79,1,3.75,3.75,N,05/04/2019 17:45
1408,05/04/2019,14:32:50,3,12,186,N,1,1,54,1,2.5,2.5,N,05/04/2019 14:32
1408,05/04/2019,14:32:50,3,12,186,N,1,5,75,1,3.5,3.5,N,05/04/2019 14:32
1411,05/04/2019,19:24:25,3,12,748,N,1,1,45,2,6,3,N,05/04/2019 19:24
1428,05/04/2019,16:39:56,3,17,406,Y,1,1,47,2,6,3,N,05/04/2019 16:39
1435,05/04/2019,14:01:14,3,12,663,Y,1,1,61,1,4.75,4.75,N,05/04/2019 14:01
1438,05/04/2019,19:57:58,3,12,478,N,1,1,39,2,8.5,4.25,N,05/04/2019 19:57
1440,05/04/2019,12:11:32,3,17,109,Y,1,1,36,1,3.75,3.75,N,05/04/2019 12:11
1443,05/04/2019,14:49:58,3,17,24,Y,1,1,41,2,8.5,4.25,N,05/04/2019 14:49
1446,05/04/2019,12:05:17,3,12,260,N,1,1,38,1,3.75,3.75,N,05/04/2019 12:05
1446,05/04/2019,12:05:17,3,12,260,N,1,5,77,1,3,3,N,05/04/2019 12:05
1448,05/04/2019,11:11:06,3,12,462,Y,1,1,49,1,3,3,N,05/04/2019 11:11
1450,05/04/2019,19:20:11,3,12,434,N,1,1,56,1,2.55,2.55,N,05/04/2019 19:20
1452,05/04/2019,13:40:08,3,17,394,N,1,1,22,2,4,2,N,05/04/2019 13:40
1452,05/04/2019,13:40:08,3,17,394,N,1,5,76,1,3.5,3.5,N,05/04/2019 13:40
1454,05/04/2019,18:04:54,3,12,591,N,1,1,33,1,3.5,3.5,N,05/04/2019 18:04
1462,05/04/2019,19:56:23,3,17,696,N,1,1,48,2,5,2.5,N,05/04/2019 19:56
1469,05/04/2019,17:51:07,3,17,13,N,1,1,31,1,2.2,2.2,N,05/04/2019 17:51
1470,05/04/2019,17:25:34,3,17,735,Y,1,1,29,2,5,2.5,N,05/04/2019 17:25
1470,05/04/2019,17:25:34,3,17,735,Y,1,5,71,1,3.75,3.75,N,05/04/2019 17:25
1476,05/04/2019,12:11:47,3,12,347,Y,1,1,29,2,5,2.5,N,05/04/2019 12:11
1477,05/04/2019,16:34:15,3,12,472,N,1,1,49,2,6,3,N,05/04/2019 16:34
1481,05/04/2019,15:21:38,3,17,154,N,1,1,60,1,3.75,3.75,N,05/04/2019 15:21
1485,05/04/2019,12:09:11,3,17,530,N,1,1,47,1,3,3,N,05/04/2019 12:09
1487,05/04/2019,16:21:57,3,12,463,N,1,1,52,1,2.5,2.5,N,05/04/2019 16:21
1491,05/04/2019,18:07:35,3,12,537,Y,1,1,23,1,2.5,2.5,N,05/04/2019 18:07
1492,05/04/2019,19:07:47,3,12,578,Y,1,1,49,1,3,3,N,05/04/2019 19:07
1499,05/04/2019,11:42:37,3,12,528,Y,1,1,24,1,3,3,N,05/04/2019 11:42
1501,05/04/2019,12:01:31,3,17,214,Y,1,1,38,2,7.5,3.75,N,05/04/2019 12:01
1502,05/04/2019,17:28:31,3,17,233,Y,1,1,37,2,6,3,N,05/04/2019 17:28
1503,05/04/2019,15:40:31,3,12,166,Y,1,1,38,1,3.75,3.75,N,05/04/2019 15:40
1505,05/04/2019,12:41:55,3,17,435,N,1,1,25,2,4.4,2.2,N,05/04/2019 12:41
1506,05/04/2019,19:44:14,3,12,686,N,1,1,33,2,7,3.5,N,05/04/2019 19:44
