track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2hw47GMKL6LXwp5BJgPxXf,Adele,21,He won't go,56,278040,0,0.706,0.57,0,-7.045,0,0.086,0.0225,0,0.0754,0.728,159.908,4,British
3uvsVUrAaGQJCTEUR1S3Sx,Wildes,Bare,Bare,44,242060,0,0.523,0.422,3,-10.385,0,0.027,0.783,0.00514,0.0898,0.145,129.876,4,British
5CGpPUcUahMuLzkNK9ZgPP,Traffic,Mr fantasy,Dear mr fantasy,60,334000,0,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,4,British
13DmLN6GwgZqrJ10ekTgfs,Laura  Marling antony genn martin slattery,Red right hand,Red right hand,50,87133,0,0.447,0.058,0,-21.547,1,0.0358,0.917,1.00E-06,0.102,0.0711,95.482,4,British
7reNqRVI0aEGua98efgJta,The  Maccabees,Given to the wild,Grew up at midnight,39,240626,0,0.318,0.465,0,-9.526,1,0.0368,0.0116,0.000676,0.115,0.155,155.008,4,British
1Fz5oNms55THN71ubVH8mI,Beverley  Knight,Not too late for love,Spin,34,238169,0,0.742,0.726,11,-5.498,0,0.0884,0.309,0,0.143,0.962,94.005,4,British
40XeGNGFchGYw7y0ue1GiG,The  Beatles,Let it be super deluxe,Don't let me down first rooftop performance,57,209453,0,0.455,0.502,4,-7.539,1,0.0493,0.699,0.000156,0.094,0.674,163.347,4,British
3OYHw99STxBfqoBEov2M5F,Peppa  Pig,My first album,Let's get ready!,50,125904,0,0.9,0.465,0,-5.939,1,0.118,0.702,0,0.223,0.731,104.007,4,British
0SA1xt4HUX5ny8xfgHOqQI,Adele,19,Daydreamer,54,220506,0,0.807,0.105,9,-13.188,1,0.0412,0.964,0,0.103,0.372,109.014,4,British
2UJy2HHo4afrQbI5FizxLM,Ciaran  Lavery,Kosher,Left for america,50,170786,0,0.498,0.384,4,-10.752,1,0.0976,0.818,0.000937,0.13,0.25,79.856,4,British
2Viw81MZJPsOjODAz4A5nW,Ben  Howard,I forget where we were,She treats me well,58,317933,0,0.625,0.494,0,-12.597,0,0.0393,0.374,0.308,0.0713,0.596,79.589,4,British
63QsFC6m0CaTw2gU0iZa7N,Ben  Howard,I forget where we were,Conrad,56,368120,0,0.574,0.322,9,-12.41,1,0.0264,0.91,0.519,0.0836,0.178,81.603,4,British
1ze3GTOVgAG5xLVrvcEoUS,Harry  Gregson williams,The chronicles of narnia the lion the witch and the wardrobe original motion picture soundtrack,The battle,53,428200,0,0.238,0.563,0,-11.933,0,0.0502,0.283,0.924,0.123,0.141,118.817,4,British
6x2fElXvwEvLoTTtDLrzjW,Patrick  Doyle,Thor,Sons of odin,51,108626,0,0.476,0.496,5,-16.564,1,0.039,0.396,0.975,0.101,0.24,125.523,4,British
1dNDxVM1HDpdKgon58QvtU,Roo  Panes,Pacific,There's a place,53,368493,0,0.408,0.363,2,-13.949,1,0.0284,0.528,0.0538,0.0868,0.212,131.249,4,British
1wcAKUbAyMRy0uSsFbyiCv,Billie  Marten,Feeding seahorses by hand,Mice,54,244260,0,0.65,0.195,5,-12.569,1,0.0482,0.695,1.30E-05,0.0851,0.363,122.908,3,British
113uFE0zMYEm2ZGAUGES6S,Tom  Jones,The collection,Green green grass of home,40,185200,0,0.539,0.298,8,-17.579,1,0.0267,0.386,1.30E-05,0.112,0.791,95.412,4,British
17xHXgJeDJyynbXy3qoAeW,John  Powell,P s i love you,P s i love you,53,83293,0,0.462,0.0294,0,-28.156,1,0.0481,0.996,0.939,0.0851,0.388,79.459,4,British
2v8B8d17Xxu9uLU5sNiHSL,Tom  Jones,Delilah,Delilah,61,204160,0,0.528,0.482,9,-10.939,0,0.027,0.614,0,0.549,0.788,95.82,1,British
7gYwIAHB6VxzLJFSZMMv8i,Ben  Howard,I forget where we were,I forget where we were,60,281213,0,0.305,0.462,0,-9.57,1,0.0338,0.475,0.122,0.0916,0.181,113.468,4,British
3s2MZsEfiMe7ZjiRtun6wv,Mogwai,Rock action,Take me somewhere nice,51,417226,0,0.459,0.562,2,-8.771,1,0.0297,0.391,0.287,0.0935,0.0733,124.202,3,British
0vZ97gHhemKm6c64hTfJNA,The  Beatles,Magical mystery tour remastered,Hello goodbye remastered 2009,63,208840,0,0.479,0.733,0,-8.753,1,0.0256,0.306,2.40E-05,0.414,0.806,99.307,4,British
4z3RNAUb0whdaLAudM9EHE,The  Beatles,Get back rooftop performance,Get back rooftop performance   take 2,57,204186,0,0.655,0.695,9,-9.648,1,0.0381,0.101,0.436,0.105,0.33,125.572,4,British
3W4IoNW4011i8qfCwN75Va,Kokoroko,Kokoroko,Abusey junction,60,424080,0,0.71,0.346,8,-11.872,0,0.0582,0.839,0.935,0.111,0.364,83.912,4,British
6tQvjqDIK9GXWIC6mejms8,The  Beatles,Rubber soul remastered,Girl remastered 2009,60,151720,0,0.699,0.294,5,-13.205,0,0.0294,0.587,0,0.117,0.893,96.615,4,British
7AL6qzIDHIX7pEUWrzNiIs,Donovan,The hurdy gurdy man,Hurdy gurdy man,58,193466,0,0.405,0.463,0,-16.167,1,0.0542,0.0038,0.0442,0.392,0.542,79.451,4,British
5JnHzjo25FY1fMQMQVOawB,Tom  Jones,Tom jones sings she's a lady,She's a lady,63,174146,0,0.51,0.876,2,-9.101,1,0.161,0.212,0,0.248,0.624,119.702,4,British
5hhF25sWnZvXhimOHLjTRE,The  Beatles,1 remastered,I feel fine remastered 2015,62,139346,0,0.564,0.827,7,-7.089,1,0.0283,0.0904,4.00E-06,0.127,0.912,89.847,4,British
1NcQkuennLBhTIqms4b6ob,The  Beatles,Taxman 2022 mix,Taxman 2022 mix,60,158266,0,0.493,0.762,7,-6.114,1,0.147,0.0022,0,0.713,0.708,133.227,4,British
3tRFo1mXVNC5Wwrv7T8trF,The  Pretty things,Parachute,The good mr square,57,86693,0,0.584,0.284,7,-12.714,1,0.0409,0.305,0.000903,0.162,0.386,139.087,4,British
265Anh9hGoozFigjUVLUeD,Paolo  Nutini,These streets,New shoes,67,203653,0,0.748,0.735,8,-8.692,1,0.0903,0.47,1.10E-05,0.0851,0.854,150.04,4,British
6LtPIXlIzPOTF8vTecYjRe,Leona  Lewis,Spirit,Bleeding love,65,262693,0,0.635,0.647,5,-5.864,1,0.0366,0.192,0,0.154,0.201,104.058,4,British
13KhcUWu9WucFw0h5jB88R,Paolo  Nutini,Through the echoes   lose it,Through the echoes,65,221245,0,0.73,0.487,7,-7.679,1,0.0399,0.285,3.50E-05,0.135,0.314,104.933,4,British
1g3Bc80hioYOSitxntNQYi,John  Powell,How to train your dragon music from the motion picture,This is berk,57,250266,0,0.255,0.489,3,-9.459,1,0.0587,0.512,0.808,0.229,0.3,123.267,4,British
24hLpDpezPW6MdE0Hc99vW,George  Fenton,You've got mail original motion picture score,If only,57,66466,0,0.361,0.0972,7,-19.72,1,0.0358,0.993,0.972,0.0772,0.0702,63.395,4,British
75CgD6l7K4qMzZrn4CbZqz,Simply  Red,Stars collector's edition,Stars,69,248599,0,0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,4,British
7dbI4g3m8A0isJVvYk2xdD,Vashti  Bunyan,Just another diamond day,I'd like to walk around in your mind,48,135453,0,0.212,0.194,0,-16.798,1,0.0471,0.924,0.000507,0.117,0.524,172.65,3,British
6yLIqXX9edg1x0HZS7cZEv,The  Hollies,Hollies,The air that i breathe 2008 remaster,66,257106,0,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,4,British
788U1Sqej9M6c4iikuDGxO,The  Beatles,Help! remastered,I've just seen a face remastered 2009,60,125040,0,0.647,0.56,9,-8.809,1,0.0387,0.723,0,0.118,0.913,120.418,3,British
34OVMKNbZGdYT04LRMx5w9,The  Rolling stones,Honk deluxe,Happy,34,185933,0,0.552,0.894,4,-3.835,1,0.0292,0.328,0.938,0.515,0.968,131.71,4,British
1XSWGkal214BiWjYCMoQ5N,Edward  Elgar nobuko imai roland pontinen,Best classical music,Salut d'amour op 12 arr viola & piano,35,173000,0,0.273,0.0721,2,-26.701,1,0.0543,0.956,0.263,0.113,0.1,88.663,5,British
1uBsu3PbD2909UBIfEMLvK,The  Rolling stones,Jumpin' jack flash   child of the moon,Jumpin' jack flash,65,222933,0,0.595,0.885,3,-7.688,1,0.0518,0.0744,0.534,0.0844,0.643,137.243,4,British
6LbbHFEajG9e4m0G3L47c4,The  Who,Tommy,Pinball wizard,68,180943,0,0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,4,British
6z4VNjyxLfRXRx23gzl51x,Gary  Moore phil lynott,Back on the streets expanded edition,Parisienne walkways,55,200640,0,0.149,0.243,9,-13.188,0,0.0305,0.3,0.00506,0.12,0.215,174.451,3,British
1yKah8BCP3Vgq2tPBOLKL0,John  Mayall & the bluesbreakers eric clapton,Bluesbreakers,All your love stereo,57,212600,0,0.321,0.625,2,-5.219,0,0.0302,0.491,5.10E-05,0.345,0.777,107.338,4,British
0hNVjU6JKydHts0SAjHCno,Nick  Drake,Bryter layter,One of these things first,60,290733,0,0.604,0.37,4,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,3,British
4hupcimlg3UBbW1kAQ6vrT,The  Rolling stones,Between the buttons,Ruby tuesday,63,196493,0,0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,4,British
41GUDNZivzdH70KrkgZBJk,Jack  Bruce,Songs for a tailor,Theme for an imaginary western,32,207600,0,0.401,0.585,0,-10.707,1,0.0316,0.775,0.725,0.124,0.557,141.477,4,British
61UuPxxYUvacEH6SHIK3sU,The  Rolling stones,Sticky fingers remastered,Brown sugar 2009 remaster,67,228666,0,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4,British
7FIdJstlFStpFTmNd0Q42b,Small  Faces,Small faces,What'cha gonna do about it,34,116933,0,0.672,0.733,9,-7.033,1,0.0934,0.151,0,0.0543,0.668,76.376,4,British
0Wv8IXRUDZOfmFJHC1VOFI,The  Beatles,1 remastered,Eleanor rigby remastered 2015,58,125866,0,0.605,0.314,0,-7.631,1,0.0327,0.916,0,0.359,0.836,138.148,4,British
48EbR611N6JyaJtzM3M63U,George  Ogilvie,October,October,55,307401,0,0.685,0.53,5,-7.25,1,0.0325,0.574,0,0.0845,0.19,117.985,4,British
5hIYTHpbKZp5Rq1amDLL9i,Craig  David muni long,22 deluxe,Obvious feat muni long,20,219106,0,0.609,0.804,5,-4.817,0,0.0853,0.0799,0,0.108,0.736,89.875,4,British
6EdSN1iGtLPhcz43QDRkdK,The  Beatles,Love,Help!,58,138285,0,0.552,0.734,6,-7.126,0,0.0291,0.221,0,0.116,0.846,94.887,4,British
2EDUbDbIbqEnMmo3cPziLt,Rachel  Portman,One day motion picture soundtrack,We had today,47,224213,0,0.079,0.135,2,-14.18,1,0.0427,0.963,0.913,0.0845,0.038,82.036,4,British
41za80kTVaQpZwtPfPtPYB,Craig  David galantis,22 deluxe,Dna,22,177213,0,0.672,0.881,9,-3.142,0,0.0447,0.0588,0,0.406,0.68,122.012,4,British
46jFeLj6khIo9v5RJTpdPO,Tara  Lily,Hotel amour,Hotel amour,42,153000,0,0.607,0.678,11,-5.217,0,0.0519,0.02,5.70E-05,0.107,0.234,76.996,4,British
22H2KFYM3RJXFIezRQeaeG,Nicholas  Hooper,Harry potter and the half blood prince original motion picture soundtrack,Harry & hermione,53,172653,0,0.317,0.0436,0,-29.086,1,0.0317,0.891,0.922,0.157,0.0396,89.651,3,British
23ehR4jpFQFMfDADgFdXR7,Craig  David sting,Slicker than your average,Rise & fall feat sting,61,287226,0,0.405,0.589,6,-7.51,0,0.0586,0.252,0,0.661,0.808,83.373,4,British
505Pd7CPHoewIE3Io2EpWd,Donovan,What's bin did and what's bin hid,Catch the wind,22,173813,0,0.385,0.306,3,-12.167,1,0.0297,0.452,7.00E-06,0.128,0.546,173.377,3,British
2eajPmnVrhSsGy1DTqW5wg,Nicholas  Hooper,Harry potter and the half blood prince original motion picture soundtrack,When ginny kissed harry,52,158186,0,0.483,0.0589,4,-28.255,0,0.0394,0.979,0.956,0.0375,0.0783,84.038,3,British
2mFea4DOhY3iShay4BQ0se,Steven  Price,Gravity original motion picture soundtrack,Gravity,49,275320,0,0.117,0.256,8,-15.356,0,0.042,0.176,0.979,0.199,0.0579,92.671,4,British
3vT58d8HuLwBWKldRwK9bl,Yungblud  Willow,Yungblud,Memories with willow,58,155919,1,0.431,0.911,7,-4.641,1,0.0744,0.0004,0,0.882,0.643,181.996,4,British
4zFHwVj4A8s0G5f7aOlpKo,Adele,19,Hometown glory,62,271226,1,0.436,0.336,10,-8.517,0,0.037,0.962,3.40E-05,0.102,0.21,122.456,4,British
0bYvdNi845GUYxglTkzXh1,Peppa  Pig,My first album,Jumping in muddy puddles,49,170964,0,0.738,0.476,4,-5.721,1,0.0519,0.658,0,0.3,0.631,129.905,4,British
5ZdntuIyPOpVZzVZ5HvuJP,Peppa  Pig,My friend peppa,My friend peppa,45,237114,0,0.804,0.709,5,-7.104,1,0.0409,0.384,0,0.0879,0.923,137.956,4,British
1hgvykolO4kBIEozATmpyj,The  Beatles,A hard day's night remastered,If i fell remastered 2009,61,139466,0,0.665,0.31,2,-8.928,1,0.0278,0.68,0,0.0877,0.568,108.211,4,British
2fv4O0H2EdMqliyEAUAEST,Blanco  White,Nocturne ep,Nocturne,52,268626,0,0.48,0.303,2,-13.189,0,0.0302,0.949,0.196,0.155,0.192,127.017,3,British
35ZHHlrMKr7CijbD239b0g,Billie  Marten,Writing of blues and yellows deluxe version,Milk & honey alt version,51,288493,0,0.318,0.193,11,-14.794,0,0.0573,0.949,0.0328,0.095,0.0753,170.414,3,British
5fpEDGQX0Ah3utGnFYulQZ,Ben  Howard,Every kingdom,Keep your head up,67,264546,0,0.508,0.596,4,-9.034,0,0.0334,0.439,1.00E-05,0.111,0.4,79.359,4,British
6WH4eQOmxvsuK3943Uu5ZB,Dragonforce,Sonic firestorm,Dawn over a new world,37,312600,0,0.382,0.66,5,-7.171,1,0.0295,0.0204,0,0.149,0.244,79.779,4,British
0AeUTVVGVWgwPCpPGAm6sT,Harry  Gregson williams,The martian original motion picture score,Making water,49,158160,0,0.495,0.335,10,-18.848,1,0.0494,0.826,0.873,0.104,0.0384,115.952,4,British
7gr6vlvLID1UERrq38idLZ,Stephen  Barton,Apex legends music from the outlands vol 1 original soundtrack,Apex legends main theme,42,159691,0,0.459,0.648,10,-11.755,1,0.0374,0.0111,0.878,0.109,0.364,119.967,4,British
0qTjb7p9gbojEemSJP71Yd,Dragonforce,Sonic firestorm,Fury of the storm,56,406840,0,0.227,0.905,4,-5.104,0,0.0788,0,0.194,0.363,0.182,199.798,4,British
2ylCrFiBu98SC0vFfaCent,The  Beatles,Revolver remastered,I'm only sleeping remastered 2009,59,180320,0,0.494,0.47,8,-9.599,0,0.0301,0.21,0,0.28,0.698,103.477,4,British
1TOTD0EtlxIzkKuUJtHFLC,Lisa  Stansfield,Real love,Change,33,338613,0,0.663,0.643,0,-13.757,1,0.0432,0.321,3.00E-05,0.327,0.79,105.875,4,British
4zoQ3EqopTIGmK2c2rPV5t,Jeff  Beck,Blow by blow,Cause we've ended as lovers,53,342066,0,0.549,0.294,0,-13.181,0,0.0337,0.144,0.798,0.108,0.145,115.294,4,British
4sJoIeb8zWYCLHSLM0az3b,Alex  Hepburn,If you stay,If you stay,31,194553,1,0.719,0.702,11,-4.577,1,0.0357,0.0453,1.40E-05,0.0662,0.613,116.938,4,British
42Uw9frN5ZVX40mRU3hHFL,Adele,21,I'll be waiting,54,241351,0,0.547,0.848,2,-2.684,1,0.0367,0.049,0,0.114,0.749,160.063,4,British
3Umg8CDhO8dOSj7yBTInYb,The  Beatles,Sgt pepper's lonely hearts club band remastered,Within you without you remastered 2009,53,304666,0,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4,British
6WuqJLVZcyJklg7lIozAO8,Cradle  Of filth,Nymphetamine special edition,Nymphetamine fix,54,302360,0,0.462,0.905,0,-3.825,0,0.0438,0.0007,0.0402,0.0839,0.253,122.925,3,British
0RfzQhbvtn5lOaKdhpAni7,Amy  Winehouse,Back to black deluxe edition,Me & mr jones,66,153173,1,0.583,0.486,4,-13.165,1,0.0759,0.518,0,0.0665,0.513,87.837,4,British
567EwOGPAXg7Y9DQZTEFEE,Whitesnake,Saints and sinners 2013 remaster,Here i go again 2011 remaster,60,308240,0,0.234,0.75,4,-7.034,0,0.0738,0.369,0.000805,0.139,0.316,173.82,4,British
0S7XIu0dn63ayGxjefd5It,John  Powell,How to train your dragon music from the motion picture,Forbidden friendship,56,251093,0,0.279,0.295,6,-15.135,1,0.035,0.859,0.94,0.547,0.381,129.169,4,British
0iVSLUaLzYPi1vDFTkjZhb,Yungblud,Weird!,God save me but don't drown me out,57,217510,1,0.373,0.871,2,-3.706,1,0.0622,0.0012,0,0.4,0.201,127.413,4,British
5eZrW59C3UgBhkqNlowEID,The  Beatles,Abbey road remastered,Carry that weight remastered 2009,59,96466,0,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,4,British
14Qcrx6Dfjvcj0H8oV8oUW,London  Symphony orchestra,The london symphony orchestra the top 100 of classical music,"""in the hall of the mountain king"" from peer gynt suite ndeg1 op 46",51,150826,0,0.475,0.13,7,-17.719,1,0.051,0.916,0.956,0.101,0.122,112.241,4,British
7xQMKG2omICY6LEAmJIfwk,The  Kinks,The anthology 1964 1971,All day and all of the night,41,142480,0,0.551,0.958,7,-2.855,1,0.0834,0.512,0,0.0762,0.709,136.867,4,British
3UDmHZcBTQp8Iu8droNtUl,The  Beatles,The beatles 1967 1970 remastered,Revolution remastered 2009,63,205293,0,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,4,British
2zg6o6EaLEAG7mLklXl6Ip,Vicky  Arlidge,Sing and learn vol 1 a collection of nursery rhymes to help little ones learn and develop,Incy wincy spider,50,63259,0,0.747,0.369,11,-11.949,1,0.0523,0.736,6.00E-06,0.24,0.383,105.005,4,British
4sZlYTnmvrFUhMTGPuz3P4,Lonely  The brave,The day's war victory edition,Backroads redux,47,256399,0,0.466,0.536,4,-5.4,1,0.0266,0.001,0.000521,0.105,0.0922,77.08,4,British
2S8xyNRJX1XQdo3qnTuovI,The  Beatles,Abbey road remastered,Maxwell's silver hammer remastered 2009,58,207920,0,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,4,British
3PjMtNzwhDHqxoKudm6GvF,The  Beatles,Sgt pepper's lonely hearts club band remastered,She's leaving home remastered 2009,58,215160,0,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3,British
1sjmKmR4u9xDeJHjDCn2bZ,The  Beatles,Sgt pepper's lonely hearts club band super deluxe edition,Penny lane,56,182053,0,0.633,0.385,9,-9.967,1,0.0358,0.411,8.70E-05,0.095,0.647,113.956,4,British
7AtwQRLPdttsxcLM5tPL0t,Whitesnake,Whitesnake 2018 remaster,Still of the night 2018 remaster,58,397768,0,0.334,0.854,4,-7.531,0,0.0494,0.0024,0.00114,0.158,0.284,100.175,4,British
23IJ5wLRhEZ9DOuia5mPiZ,The  Who,Who are you,Who are you,65,381626,1,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,4,British
1FuZ8H0Ts3799ZNVN5ZcSZ,Billy  Fury,A thousand stars,It's only make believe,35,146706,0,0.419,0.382,9,-13.438,1,0.0322,0.32,0,0.106,0.462,84.185,4,British
1bK0ReDd5OXyul71Nl1d9o,Johnny  Kidd & the pirates,Very best of johnny kidd & the pirates,Shakin' all over,32,141000,0,0.767,0.626,9,-8.408,1,0.036,0.188,1.00E-05,0.327,0.715,125.237,4,British
63btWYDuDqq9RvF6I9eqSO,Tommy  Bolin,Teaser,Savannah woman,33,167933,0,0.56,0.657,9,-7.147,0,0.0335,0.554,0.048,0.101,0.808,119.399,4,British
6H2i7vVOCLYewQKn90ArUv,Gerald  Finzi klein high school chamber orchestra creston herron,2021 midwest clinic klein high school chamber orchestra live,Prelude for string orchestra live,0,299280,0,0.15,0.111,5,-23.505,0,0.0606,0.809,0.906,0.199,0.0771,137.877,4,British
5LC7nItIEFp4nzdFdEGbf9,Amy  Winehouse,Amy original motion picture soundtrack,Stronger than me,63,214493,0,0.883,0.458,9,-6.801,0,0.0411,0.0401,0.000419,0.0603,0.816,91.426,4,British
4TuGt2O2iqrisOsNQNrL0j,Steven  Price,Fury original motion picture soundtrack,Emma,49,155826,0,0.407,0.433,2,-15.331,0,0.0376,0.467,0.936,0.0663,0.0779,119.921,4,British
0SjtVyfdl77VKgd8yrvsWJ,Ben  Howard,I forget where we were,Time is dancing,52,409160,0,0.404,0.534,10,-13.012,1,0.0435,0.82,0.708,0.107,0.182,150.896,4,British
4KzOYxD4qIkUtZV9ZYakGu,Yungblud  Dan reynolds,Original me feat dan reynolds of imagine dragons,Original me feat dan reynolds of imagine dragons,55,205320,1,0.471,0.786,1,-5.24,1,0.192,0.0089,2.00E-06,0.187,0.61,160.01,4,British
1mMMvJ5lff7ARLA88mXA3d,Alex  Heffes anoushka shankar,A suitable boy original television soundtrack,Lata's theme,22,150706,0,0.367,0.207,7,-11.697,1,0.0393,0.923,0.338,0.269,0.152,115.08,4,British
370svZM4vWhiPiCe5ccvMs,Sam  Palladio,Under the tree,Under the tree,40,209730,0,0.634,0.631,10,-7.098,1,0.0272,0.361,0,0.104,0.582,117.037,3,British
1Gkfh1jNNFJPh3vcCSGi3J,Yungblud,The emperor,The emperor,58,175150,0,0.515,0.945,8,-3.116,0,0.0888,0.0003,2.40E-05,0.289,0.592,160.078,4,British
29oY8ptMAWdMjPVjYK0wVj,Henry  Jackman,Captain america civil war original motion picture soundtrack,Cap's promise,40,225560,0,0.134,0.326,9,-13.868,1,0.0303,0.699,0.925,0.0744,0.0714,77.914,3,British
39wVfCtaRAL6qCecrPQpo0,Alex  Hepburn,Together alone,Under,59,238213,0,0.5,0.742,5,-4.029,0,0.0385,0.15,0,0.357,0.423,167.83,4,British
7x4eOOA96rvWxPySPU08rb,Henry  Jackman,The gray man soundtrack from the netflix film,The gray man,31,1029647,0,0.302,0.632,9,-13.689,1,0.0647,0.013,0.839,0.0781,0.0583,166.566,5,British
6gf9RW0DKG5GUZJcCMGSje,Charlie  Cunningham,Permanent way,Permanent way,20,252080,0,0.561,0.55,8,-17.419,1,0.037,0.77,0.476,0.0921,0.446,147.01,4,British
43Bcg5ckW8WchRzyPZA0u1,Adele,21,Take it all,55,228293,0,0.415,0.266,0,-8.44,1,0.0308,0.957,1.00E-06,0.183,0.282,138.096,4,British
7sDlvq7J4Y9rpSnRa02fo7,David  Arnold michael price,Sherlock series 2 soundtrack from the tv series,Irene's theme,36,42933,0,0.382,0.0399,2,-19.078,0,0.0439,0.993,0.0576,0.0648,0.724,88.768,4,British
21hvIW7umCAu3dWab4MYR1,Gary  Moore,Run for cover,Empty rooms,52,257440,0,0.532,0.476,2,-9.707,0,0.0251,0.204,0,0.132,0.319,98.18,4,British
1rxoyGj1QuPoVi8fOft1Kt,The  Beatles,Abbey road remastered,Because remastered 2009,58,165666,0,0.328,0.249,2,-11.777,1,0.0272,0.754,6.00E-06,0.134,0.162,81.257,4,British
1yg7fwwYmx9DQ2TdXUmfpJ,Simply  Red,Picture book expanded version,Holding back the years 2008 remaster,68,269840,0,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,4,British
10tdqQKFhddpkjzxllTVRj,Seal,Seal,Crazy,59,268040,0,0.633,0.846,4,-6.744,0,0.0426,0.408,0.00341,0.11,0.899,102.871,4,British
3hNUYt4dMM9RhcWmty8oKF,The  Beatles,The beatles 1962 1966 remastered,Day tripper remastered 2009,56,169613,0,0.641,0.722,6,-10.553,0,0.0297,0.117,0,0.19,0.698,137.732,4,British
6yPuQr6vjZ7tJ4oq1PEXle,Ben  Howard,I forget where we were,In dreams,57,213440,0,0.49,0.592,0,-13.54,1,0.0405,0.614,0.713,0.136,0.28,126.621,4,British
3K4r00KlXytLJDfuytngmx,Duffy,Rockferry,Warwick avenue,67,226386,0,0.493,0.59,0,-5.814,0,0.0392,0.339,0,0.121,0.502,169.908,4,British
3Dtg7OR2EYGI5zZuuRpFKT,Fenne  Lily,On hold,Top to toe,52,216252,0,0.708,0.153,1,-14.594,1,0.0489,0.892,9.00E-06,0.112,0.45,110.951,4,British
3cCPT7eJhpYXXlH2pbWhfP,Adele,19,Hometown glory,55,271226,1,0.436,0.336,10,-8.517,0,0.037,0.962,3.40E-05,0.102,0.21,122.456,4,British
7gvlNhL2tdEtBalfm1gyzj,Billie  Marten,Feeding seahorses by hand,Cartoon people,52,213539,0,0.715,0.207,10,-14.154,1,0.0336,0.912,0,0.13,0.247,109.043,4,British
0xytfctyaudqnrQujHIz3s,The  Kinks,Classics the best of the kinks,Waterloo sunset mono version,38,196820,0,0.579,0.55,1,-9.413,0,0.0272,0.0955,0,0.278,0.474,107.557,4,British
2TJyrrGYcxSDod3MGKcwJj,Roo  Panes,Little giant,Little giant,53,292426,0,0.323,0.276,0,-12.211,1,0.036,0.694,0.00119,0.106,0.101,167.356,4,British
34f6sZPLPVsGwgBOrW3iLu,Roo  Panes,Tiger striped sky,Land of the living,55,264986,0,0.512,0.384,5,-8.799,1,0.0331,0.512,0.000193,0.128,0.289,121.992,4,British
5xejoazUbBGIzgzwkxZIe8,The  Kinks,The anthology 1964 1971,Lola remastered,25,244760,0,0.416,0.828,9,-5.969,1,0.0376,0.467,0.067,0.27,0.898,151.793,4,British
0nt09YWqPwIdYFzwmSNHSH,Jessie  Ware,Devotion the gold edition,Wildest moments,55,222167,0,0.565,0.772,2,-6.83,1,0.0468,0.21,0.098,0.44,0.484,82.995,4,British
3t4zZ2SxXgQRIhc5N6a6oZ,Yungblud,Yungblud,The funeral,58,210836,1,0.476,0.861,7,-4.942,1,0.0419,0.0001,0.000105,0.0596,0.744,185.004,4,British
59BweHnnNQc5Y55WO30JuK,Vashti  Bunyan,Some things just stick in your mind,Train song,50,135360,0,0.576,0.382,4,-9.98,0,0.0361,0.888,0.000555,0.132,0.55,102.575,4,British
1wwKY8ICsV9wiCFMpdhPrr,Blanco  White,Colder heavens ep,Colder heavens,58,273893,0,0.224,0.547,5,-9.906,0,0.042,0.773,0.00305,0.0872,0.291,83.416,1,British
1WUHeOPayLKPMG35uBJVUj,John  Smith,Headlong,Far too good,62,219333,0,0.825,0.324,4,-11.399,1,0.032,0.83,9.50E-05,0.115,0.553,97.019,4,British
6BD1X1PeV5UzYUdiVaD2yL,Peter  Frampton,Frampton,Show me the way,68,243266,0,0.7,0.726,2,-7.717,1,0.0329,0.434,1.00E-06,0.0963,0.641,130.109,4,British
7tmyqyngDaApCgOrnYMnXf,Dragonforce,Killer elite,Cry thunder,52,316066,0,0.167,0.963,11,-3.547,0,0.0939,0.0004,6.00E-06,0.312,0.61,195.089,3,British
2kUzt5LsTUR0ggquP7O3eN,Status  Quo,Whatever you want,Whatever you want,65,243546,0,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,4,British
5h6SovHOYpIMlAkafxcbq3,James  Gang,Rides again,Funk #49,64,246293,0,0.652,0.94,2,-7.927,1,0.0776,0.0398,0.782,0.0567,0.72,91.242,4,British
6YlOxoHWLjH6uVQvxUIUug,Status  Quo,Rockin' all over the world,Rockin' all over the world,65,215333,0,0.632,0.933,0,-7.874,1,0.0326,0.236,0.00151,0.604,0.968,131.487,4,British
